UDI,Product_ID,Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,Failure_Type
6026,D 4,L,300.7,311,1336,53.3,68,No Failure
6027,D 4,L,300.7,311,1403,48.3,70,No Failure
6028,YH 128,M,300.7,311,1413,44.3,72,No Failure
6029,D 4,L,300.6,310.9,1472,47.6,75,No Failure
6030,YH 128,M,300.7,310.8,1452,47.9,77,No Failure
6031,D 4,L,300.6,310.7,1397,53.7,80,No Failure
6032,D 4,L,300.6,310.7,1455,40.6,82,No Failure
6033,D 4,L,300.7,310.8,1754,27.7,84,No Failure
6034,D 4,L,300.6,310.9,1471,37.9,86,No Failure
6035,YH 128,M,300.6,310.8,1389,48.1,88,No Failure
6036,YH 128,M,300.6,310.9,1702,30.3,91,No Failure
6037,YH 128,M,300.6,311,1401,54.6,94,No Failure
6038,D 4,L,300.7,311.1,1426,46.2,97,No Failure
6039,D 4,L,300.7,311,1496,38.3,99,No Failure
6040,D 4,L,300.6,310.9,1433,42.6,101,No Failure
6041,YH 128,M,300.7,311.1,1438,46.6,103,No Failure
6042,YH 128,M,300.7,311,1418,49.3,106,No Failure
6043,YH 128,M,300.8,311,1580,36.6,109,No Failure
6044,YH 128,M,300.7,310.9,1468,41.8,112,No Failure
6045,YH 128,M,300.8,310.9,1522,41.7,115,No Failure
6046,D 4,L,300.8,310.9,1311,55.8,118,No Failure
6047,D 4,L,300.9,311,1316,56.5,120,No Failure
6048,SM 2,H,300.9,311,1853,23.6,122,No Failure
6049,YH 128,M,300.9,311,1556,38.8,127,No Failure
6050,YH 128,M,300.9,311,1567,34.3,130,No Failure
6051,YH 128,M,300.9,311.1,1546,37.7,133,No Failure
6052,D 4,L,300.9,311,1382,51.2,136,No Failure
6053,D 4,L,300.9,311,2003,20.2,138,No Failure
6054,D 4,L,300.8,310.9,1748,29.9,140,No Failure
6055,SM 2,H,300.7,310.8,1518,40.1,142,No Failure
6056,D 4,L,300.7,310.8,1475,42,147,No Failure
6057,D 4,L,300.8,310.8,1634,29.2,149,No Failure
6058,D 4,L,300.8,310.8,1689,32.9,151,No Failure
6059,YH 128,M,300.9,310.9,1636,35.3,153,No Failure
6060,D 4,L,300.9,311,2235,15.8,156,No Failure
6061,D 4,L,301,311.1,1615,35.6,158,No Failure
6062,SM 2,H,301.1,311.1,1618,29.5,160,No Failure
6063,YH 128,M,301.1,311.2,1407,53,165,No Failure
6064,D 4,L,301.1,311.1,1450,43.3,168,No Failure
6065,D 4,L,301.1,311.1,1889,23.8,170,No Failure
6066,D 4,L,301,310.9,1568,38.2,172,No Failure
6067,D 4,L,301,311,1804,25.8,174,No Failure
6068,D 4,L,301,311,1582,37.5,176,No Failure
6069,YH 128,M,301,310.9,2047,17.9,178,No Failure
6070,D 4,L,300.9,310.9,1601,34,181,No Failure
6071,D 4,L,300.9,310.9,1615,32,183,No Failure
6072,YH 128,M,300.9,310.8,1452,43.6,185,No Failure
6073,YH 128,M,300.9,310.8,1695,30.2,188,No Failure
6074,YH 128,M,300.9,310.8,1790,26.2,191,No Failure
6075,YH 128,M,301,310.8,1533,39.3,194,No Failure
6076,D 4,L,301,310.9,1813,28.5,197,No Failure
6077,D 4,L,301,310.9,1492,36.7,199,No Failure
6078,D 4,L,300.9,310.7,1479,43.3,201,No Failure
6079,D 4,L,300.8,310.7,1339,59.1,203,Overstrain Failure
6080,YH 128,M,300.8,310.7,1371,44.7,205,No Failure
6081,D 4,L,300.9,310.7,1468,36.2,208,No Failure
6082,D 4,L,300.9,310.7,1517,41.7,210,No Failure
6083,D 4,L,300.9,310.7,1352,46.4,212,No Failure
6084,D 4,L,300.9,310.7,1389,50,214,No Failure
6085,YH 128,M,300.8,310.6,1505,36.2,0,No Failure
6086,D 4,L,300.9,310.6,1538,36.7,3,No Failure
6087,D 4,L,300.9,310.8,1482,37,5,No Failure
6088,YH 128,M,300.9,310.8,1599,33,7,No Failure
6089,D 4,L,300.9,310.8,1476,39,10,No Failure
6090,D 4,L,300.9,310.7,1509,37.5,12,No Failure
6091,D 4,L,300.9,310.8,1708,29.1,14,No Failure
6093,D 4,L,300.9,310.7,1658,28.5,18,No Failure
6094,D 4,L,301,310.8,1375,57.2,20,No Failure
6095,YH 128,M,300.9,310.8,1402,48.1,22,No Failure
6096,YH 128,M,300.9,310.7,1452,47.3,25,No Failure
6097,YH 128,M,300.8,310.7,1483,40.8,28,No Failure
6098,SM 2,H,300.9,310.8,1477,38.4,31,No Failure
6099,YH 128,M,300.8,310.7,1924,22.4,36,No Failure
6100,SM 2,H,300.9,310.7,1609,28.7,39,No Failure
6101,YH 128,M,300.8,310.7,1886,21.1,44,No Failure
6102,D 4,L,300.7,310.6,1616,29.6,47,No Failure
6103,D 4,L,300.7,310.7,1442,43.2,49,No Failure
6104,D 4,L,300.8,310.8,1407,45.1,51,No Failure
6105,YH 128,M,300.8,310.8,1461,41.3,53,No Failure
6106,YH 128,M,300.8,310.9,1522,46.2,56,No Failure
6107,D 4,L,300.9,311,1432,48.1,59,No Failure
6108,D 4,L,300.9,311,1438,49,61,No Failure
6109,YH 128,M,300.8,310.9,1678,28.1,63,No Failure
6110,YH 128,M,300.8,310.9,1514,38.7,66,No Failure
6111,D 4,L,300.7,310.8,1534,41.3,69,No Failure
6112,YH 128,M,300.7,310.8,1486,41.2,71,No Failure
6113,D 4,L,300.7,310.8,1925,22,74,No Failure
6114,YH 128,M,300.7,310.8,1724,30,76,No Failure
6115,YH 128,M,300.8,310.8,1549,35.5,79,No Failure
6116,D 4,L,300.8,310.9,1457,47.7,82,No Failure
6117,D 4,L,300.8,310.9,1453,43.9,84,No Failure
6118,D 4,L,300.8,311,1578,44.4,86,No Failure
6119,YH 128,M,300.9,311.1,1325,61.4,88,No Failure
6120,D 4,L,300.9,311.1,1471,39.3,91,No Failure
6121,YH 128,M,300.9,311.2,1472,40,93,No Failure
6122,D 4,L,300.9,311.1,1457,37.4,96,No Failure
6123,D 4,L,301,311,1402,55.3,98,No Failure
6124,D 4,L,300.9,310.9,1477,41.5,100,No Failure
6125,YH 128,M,300.9,310.9,1727,30.1,102,No Failure
6126,D 4,L,300.9,310.9,1995,20.2,105,No Failure
6127,D 4,L,300.9,310.9,1370,52.5,107,No Failure
6128,D 4,L,300.9,310.9,1228,66.4,109,No Failure
6129,D 4,L,300.9,311,1499,38,111,No Failure
6130,YH 128,M,301,311,1508,46.9,113,No Failure
6131,D 4,L,301,310.9,1473,44.2,116,No Failure
6132,SM 2,H,301,311,1640,37.6,118,No Failure
6133,D 4,L,301.1,311.1,1429,42.5,123,No Failure
6134,D 4,L,301.1,311.1,1470,40.9,125,No Failure
6135,D 4,L,301,311,1581,37,127,No Failure
6136,D 4,L,301,310.9,1740,28.9,129,No Failure
6137,SM 2,H,300.9,310.8,1390,40.6,131,No Failure
6138,YH 128,M,300.9,310.8,1988,19.7,136,No Failure
6139,YH 128,M,300.8,310.7,1452,43,139,No Failure
6140,D 4,L,300.8,310.7,1586,33.4,142,No Failure
6141,D 4,L,300.8,310.7,1589,34.3,144,No Failure
6142,D 4,L,300.8,310.8,1486,45.7,146,No Failure
6143,D 4,L,300.9,310.9,1755,27.9,148,No Failure
6144,YH 128,M,301,310.9,1575,34.6,150,No Failure
6145,YH 128,M,301.1,311.1,1615,37.7,153,No Failure
6146,YH 128,M,301.1,311.1,1436,41.8,156,No Failure
6147,YH 128,M,301.1,311.1,1470,40.6,159,No Failure
6148,YH 128,M,301.1,311.1,2089,19.8,162,No Failure
6149,D 4,L,301.1,311.2,1564,37,165,No Failure
6150,YH 128,M,301,311.1,1420,47.4,167,No Failure
6151,D 4,L,301.1,311.1,1711,29.1,170,No Failure
6152,D 4,L,301.1,311.2,1555,35.3,172,No Failure
6153,YH 128,M,301.1,311.1,1592,35.7,174,No Failure
6154,D 4,L,301,311.1,1236,64.4,177,Overstrain Failure
6155,YH 128,M,301,310.9,1765,24.2,179,No Failure
6156,D 4,L,301,311,1634,31.2,182,No Failure
6157,D 4,L,301.1,311.1,1508,41.5,184,No Failure
6158,D 4,L,301.1,311.2,1774,29.6,186,No Failure
6159,D 4,L,301.1,311,1677,29.1,188,No Failure
6160,D 4,L,301,311,1399,58,190,Overstrain Failure
6161,D 4,L,301,310.9,1570,34,192,No Failure
6162,D 4,L,301,310.9,1479,44.3,194,No Failure
6163,D 4,L,301,310.8,1558,34.9,196,No Failure
6164,D 4,L,300.8,310.7,1358,48.1,198,No Failure
6165,SM 2,H,300.9,310.7,1656,30.7,200,No Failure
6166,D 4,L,300.9,310.7,1523,35.8,205,No Failure
6167,SM 2,H,300.9,310.7,1403,40.6,207,No Failure
6168,YH 128,M,300.9,310.7,1362,51.6,212,No Failure
6169,YH 128,M,300.7,310.6,1778,27.1,215,No Failure
6170,D 4,L,300.7,310.5,1448,38.2,218,No Failure
6171,SM 2,H,300.8,310.5,1559,40.1,220,No Failure
6172,D 4,L,300.8,310.6,1416,42.2,225,No Failure
6174,D 4,L,300.8,310.7,1633,27.8,0,No Failure
6175,D 4,L,300.9,310.7,1573,31.2,2,No Failure
6176,D 4,L,300.9,310.8,1517,44.3,4,No Failure
6177,D 4,L,301,310.9,1515,37.3,6,No Failure
6178,D 4,L,301,310.8,1527,45.3,8,No Failure
6179,D 4,L,301.1,310.9,1282,67.9,10,Power Failure
6180,YH 128,M,301.1,310.9,1396,45.1,12,No Failure
6181,D 4,L,301,310.9,1492,44.6,15,No Failure
6182,D 4,L,301,310.8,1975,19.7,17,No Failure
6183,D 4,L,301,310.8,1475,35.3,19,No Failure
6184,SM 2,H,301,310.9,1495,37.3,21,No Failure
6185,D 4,L,301,311,1553,35.8,26,No Failure
6186,D 4,L,301.1,311,1918,21.7,28,No Failure
6187,YH 128,M,301.1,311,1413,46.6,30,No Failure
6188,D 4,L,301,311,1437,56,33,No Failure
6189,D 4,L,301,310.9,1450,45.9,35,No Failure
6190,YH 128,M,301,310.9,1910,21.9,37,No Failure
6191,D 4,L,300.9,310.9,1749,26.4,40,No Failure
6192,SM 2,H,301,310.9,1916,22,42,No Failure
6193,D 4,L,301,310.9,1428,45.3,47,No Failure
6194,D 4,L,301,310.9,1578,38.4,49,No Failure
6195,D 4,L,300.9,310.8,1571,39.9,51,No Failure
6196,D 4,L,300.9,310.8,1729,30.2,53,No Failure
6197,D 4,L,300.9,310.8,1701,30.4,55,No Failure
6198,D 4,L,300.9,310.8,1493,45.8,57,No Failure
6199,YH 128,M,301,310.9,1554,32.7,59,No Failure
6200,D 4,L,300.9,310.9,1497,43.2,62,No Failure
6201,D 4,L,301,310.9,1679,29.8,64,No Failure
6202,YH 128,M,301,310.9,1510,44.5,66,No Failure
6203,D 4,L,301,310.9,1296,54.9,69,No Failure
6204,D 4,L,301,310.9,1404,41.8,71,No Failure
6205,YH 128,M,300.9,310.8,1519,34.9,73,No Failure
6206,YH 128,M,300.9,310.7,1696,27.3,76,No Failure
6207,YH 128,M,300.8,310.6,1669,28.4,79,No Failure
6208,D 4,L,300.7,310.6,1447,40.7,82,No Failure
6209,YH 128,M,300.7,310.6,1418,46.3,84,No Failure
6210,D 4,L,300.7,310.6,1407,40.5,87,No Failure
6211,D 4,L,300.8,310.5,1434,44.5,89,No Failure
6212,D 4,L,300.8,310.6,1360,48.8,91,No Failure
6213,D 4,L,300.8,310.6,1402,53.7,93,No Failure
6214,D 4,L,300.9,310.6,1552,34.9,95,No Failure
6215,D 4,L,300.9,310.7,1392,44.2,97,No Failure
6216,D 4,L,301.1,310.8,1521,41,99,No Failure
6217,D 4,L,301.1,310.8,1724,27.5,101,No Failure
6218,YH 128,M,301,310.7,1455,46.1,103,No Failure
6219,SM 2,H,301,310.6,1366,50.6,106,No Failure
6220,SM 2,H,301.1,310.6,1407,43.9,111,No Failure
6221,D 4,L,301.1,310.8,1470,49.3,116,No Failure
6222,YH 128,M,301.2,310.9,1359,50.8,118,No Failure
6223,SM 2,H,301.1,310.8,1792,25.8,121,No Failure
6224,YH 128,M,301.1,310.9,1552,37.9,126,No Failure
6225,D 4,L,301.2,311,1612,32.9,129,No Failure
6226,YH 128,M,301.2,311,1424,41.4,131,No Failure
6227,SM 2,H,301.3,311,1341,59.3,134,No Failure
6228,D 4,L,301.2,310.8,1479,38.2,139,No Failure
6229,D 4,L,301.2,310.9,1413,50.1,141,No Failure
6230,D 4,L,301.3,310.9,2165,17.4,143,No Failure
6231,YH 128,M,301.3,311,1641,33,145,No Failure
6232,YH 128,M,301.3,311,1495,40.8,148,No Failure
6233,D 4,L,301.3,311,1576,30.4,151,No Failure
6234,D 4,L,301.2,310.9,1467,37.1,153,No Failure
6235,D 4,L,301.2,310.8,1479,41.2,155,No Failure
6236,D 4,L,301.3,310.9,1596,33.9,157,No Failure
6237,YH 128,M,301.3,310.9,1512,36.9,159,No Failure
6238,D 4,L,301.4,310.9,1414,38.8,162,No Failure
6239,D 4,L,301.3,310.8,1390,57.4,164,No Failure
6240,D 4,L,301.2,310.7,1644,31.6,166,No Failure
6241,YH 128,M,301.2,310.7,1394,42.8,168,No Failure
6242,D 4,L,301.1,310.5,1324,52.4,171,No Failure
6243,D 4,L,301,310.4,1476,43.6,173,No Failure
6244,D 4,L,301,310.4,2204,16.6,175,No Failure
6245,YH 128,M,301,310.4,1665,30.9,177,No Failure
6246,D 4,L,300.9,310.4,1445,41.7,180,No Failure
6247,SM 2,H,300.8,310.3,1457,46.8,182,No Failure
6248,D 4,L,300.8,310.2,1492,46.3,187,No Failure
6249,D 4,L,300.8,310.1,1405,61.2,189,Power Failure
6250,D 4,L,300.7,310.1,1542,35.5,191,No Failure
6251,D 4,L,300.8,310.2,1520,37.7,193,No Failure
6252,YH 128,M,300.8,310.2,1598,36.5,195,No Failure
6253,D 4,L,300.8,310.3,1538,36.1,198,No Failure
6254,D 4,L,300.9,310.4,1615,30.9,200,No Failure
6255,D 4,L,301,310.5,1408,47,202,No Failure
6256,D 4,L,301,310.5,1379,57.3,204,Overstrain Failure
6258,D 4,L,301.1,310.7,1376,49.1,0,No Failure
6259,YH 128,M,301.1,310.7,1583,40.7,2,No Failure
6260,YH 128,M,301.2,310.8,1396,47.4,5,No Failure
6261,D 4,L,301.1,310.7,1436,45.3,8,No Failure
6262,D 4,L,301.1,310.6,1417,47.6,10,No Failure
6263,D 4,L,301,310.6,1641,33.4,12,No Failure
6264,YH 128,M,301,310.6,1698,27.3,14,No Failure
6265,D 4,L,300.9,310.4,1541,39.1,17,No Failure
6266,D 4,L,300.8,310.3,1383,46.6,19,No Failure
6267,D 4,L,300.8,310.4,1368,46.8,21,No Failure
6268,D 4,L,300.8,310.4,1570,35.2,23,No Failure
6269,D 4,L,300.9,310.5,1616,33.5,25,No Failure
6270,YH 128,M,300.9,310.5,1444,43.2,27,No Failure
6271,D 4,L,300.9,310.4,2021,18.8,30,No Failure
6272,YH 128,M,300.9,310.5,1702,29.3,32,No Failure
6273,YH 128,M,301.1,310.6,1429,52.7,35,No Failure
6274,D 4,L,301.2,310.8,1711,28.9,38,No Failure
6275,YH 128,M,301.2,310.7,1543,32.9,40,No Failure
6276,D 4,L,301.3,310.8,1628,32.2,43,No Failure
6277,D 4,L,301.2,310.8,1233,64.6,45,No Failure
6278,D 4,L,301.2,310.8,1461,40.6,47,No Failure
6279,D 4,L,301.2,310.7,1568,38.3,49,No Failure
6280,D 4,L,301.3,310.8,1432,54.4,51,No Failure
6281,YH 128,M,301.2,310.7,1527,41.1,53,No Failure
6282,YH 128,M,301.3,310.8,1455,41.2,56,No Failure
6283,YH 128,M,301.3,310.8,1418,45.4,59,No Failure
6284,D 4,L,301.3,310.8,1719,29.5,62,No Failure
6285,YH 128,M,301.2,310.8,1734,31.3,64,No Failure
6286,YH 128,M,301.2,310.7,1426,46.1,67,No Failure
6287,D 4,L,301.1,310.6,1611,35.2,70,No Failure
6288,YH 128,M,301.1,310.6,1479,41.1,72,No Failure
6289,D 4,L,301,310.5,1317,50.9,75,No Failure
6290,D 4,L,301,310.5,1248,61.4,77,No Failure
6291,D 4,L,301,310.5,1932,21.7,79,No Failure
6292,YH 128,M,301.1,310.5,1547,35.8,81,No Failure
6293,D 4,L,301,310.4,1614,31.6,84,No Failure
6294,SM 2,H,301,310.4,1512,44.9,86,No Failure
6295,D 4,L,301.1,310.5,1529,38.7,91,No Failure
6296,SM 2,H,301.1,310.6,1782,24.9,93,No Failure
6297,D 4,L,301,310.5,1429,39.4,98,No Failure
6298,YH 128,M,301.1,310.5,1309,60.7,100,No Failure
6299,D 4,L,301.1,310.5,1428,44.1,103,No Failure
6300,D 4,L,301.2,310.6,1385,49.2,105,No Failure
6301,D 4,L,301.2,310.7,1517,39.4,107,No Failure
6302,YH 128,M,301.2,310.6,1576,39.6,109,No Failure
6303,D 4,L,301.2,310.6,1437,51.2,112,No Failure
6304,SM 2,H,301.2,310.6,1457,50.5,114,No Failure
6305,D 4,L,301.1,310.5,1532,37.5,119,No Failure
6306,YH 128,M,301.1,310.5,1603,32.6,121,No Failure
6307,D 4,L,301,310.4,1563,34.4,124,No Failure
6308,D 4,L,301,310.3,1617,34.5,126,No Failure
6309,YH 128,M,300.8,310.1,1686,26.9,128,No Failure
6310,D 4,L,300.9,310.2,1382,50.4,131,No Failure
6311,D 4,L,300.9,310.1,2090,17.8,133,No Failure
6312,D 4,L,300.9,310.3,1446,44.5,135,No Failure
6313,YH 128,M,300.9,310.2,1533,38.1,137,No Failure
6314,D 4,L,300.9,310.3,1440,47.6,140,No Failure
6315,YH 128,M,301,310.4,1793,25,142,No Failure
6316,YH 128,M,301,310.4,1517,46.1,145,No Failure
6317,D 4,L,300.9,310.4,1544,36,148,No Failure
6318,D 4,L,300.9,310.3,1321,48.8,150,No Failure
6319,YH 128,M,300.9,310.3,1416,50.9,152,No Failure
6320,D 4,L,300.8,310.2,1514,40,155,No Failure
6321,YH 128,M,300.8,310.2,1304,52.5,157,No Failure
6322,D 4,L,300.7,310.2,1286,64.9,160,No Failure
6323,YH 128,M,300.7,310.1,1483,40.2,162,No Failure
6324,D 4,L,300.7,310.1,1351,46.9,165,No Failure
6325,YH 128,M,300.7,310.1,1367,52.6,167,No Failure
6326,D 4,L,300.7,310.1,1721,32.3,170,No Failure
6327,D 4,L,300.6,310,1455,40.4,172,No Failure
6328,D 4,L,300.6,310,1425,49.5,174,No Failure
6329,D 4,L,300.7,310,1672,29.7,176,No Failure
6330,YH 128,M,300.7,310,1641,34.6,178,No Failure
6331,YH 128,M,300.5,310,1580,37,181,No Failure
6332,SM 2,H,300.5,310,1495,47.4,184,No Failure
6333,YH 128,M,300.5,309.9,1994,19.8,189,No Failure
6334,YH 128,M,300.4,309.9,1415,31.8,192,No Failure
6335,YH 128,M,300.4,309.8,1725,30.4,195,No Failure
6336,YH 128,M,300.4,309.8,1430,43.4,198,No Failure
6337,D 4,L,300.4,309.8,1395,48.1,201,No Failure
6338,YH 128,M,300.4,309.8,1435,43.6,203,No Failure
6339,D 4,L,300.4,309.9,1681,28.6,206,No Failure
6340,D 4,L,300.5,310,1451,48.6,208,No Failure
6342,YH 128,M,300.4,309.8,1421,47.2,0,No Failure
6343,YH 128,M,300.3,309.8,1444,42,3,No Failure
6344,D 4,L,300.2,309.8,1827,23,6,No Failure
6345,SM 2,H,300.2,309.8,1374,47.7,8,No Failure
6346,D 4,L,300.2,309.8,1650,29.6,13,No Failure
6347,D 4,L,300.2,309.7,1275,60.7,15,No Failure
6348,D 4,L,300.2,309.7,1421,44.6,17,No Failure
6349,D 4,L,300.2,309.8,1557,33.8,19,No Failure
6350,D 4,L,300.1,309.8,1506,35.2,21,No Failure
6351,D 4,L,300.1,309.7,1362,49.1,23,No Failure
6352,D 4,L,300,309.7,1542,47.1,25,No Failure
6353,D 4,L,300,309.6,1496,38.8,27,No Failure
6354,YH 128,M,300,309.6,1491,42,29,No Failure
6355,D 4,L,300.1,309.6,1565,34.8,32,No Failure
6356,D 4,L,300.1,309.7,1481,37.9,34,No Failure
6357,YH 128,M,300.1,309.7,1420,48.4,36,No Failure
6358,D 4,L,300.2,309.8,1398,54.8,39,No Failure
6359,YH 128,M,300.2,309.8,1466,45.7,41,No Failure
6360,D 4,L,300.1,309.8,1430,56.7,44,No Failure
6361,D 4,L,300.1,309.7,1441,40.1,46,No Failure
6362,YH 128,M,300.1,309.7,1348,57.3,48,No Failure
6363,D 4,L,300,309.6,1738,28.7,51,No Failure
6364,YH 128,M,300,309.6,1618,36.2,53,No Failure
6365,YH 128,M,299.9,309.6,1489,41.7,56,No Failure
6366,YH 128,M,299.9,309.5,1412,57.9,59,No Failure
6367,YH 128,M,299.9,309.5,2065,18.1,62,No Failure
6368,D 4,L,300,309.6,1571,33.1,65,No Failure
6369,YH 128,M,300,309.6,1423,48.7,67,No Failure
6370,SM 2,H,300,309.5,1781,24.9,70,No Failure
6371,D 4,L,300.1,309.6,1321,46.9,75,No Failure
6372,D 4,L,300.1,309.6,1546,36.7,77,No Failure
6373,YH 128,M,300,309.5,1879,22.4,79,No Failure
6374,SM 2,H,300,309.5,1735,28.9,82,No Failure
6375,D 4,L,300,309.5,1506,38.8,87,No Failure
6376,SM 2,H,300,309.6,1629,32.3,89,No Failure
6377,D 4,L,300,309.6,1694,28.7,94,No Failure
6378,D 4,L,300.1,309.6,1541,37,96,No Failure
6379,D 4,L,300,309.6,1514,44.6,98,No Failure
6380,D 4,L,300.1,309.7,1485,45.9,100,No Failure
6381,D 4,L,300.2,309.8,1430,55,102,No Failure
6382,D 4,L,300.2,309.7,1771,27.1,104,No Failure
6383,D 4,L,300.2,309.8,1481,41.9,106,No Failure
6384,SM 2,H,300.2,309.7,1483,43.8,108,No Failure
6385,SM 2,H,300.1,309.6,1463,45.1,113,No Failure
6386,D 4,L,300.1,309.7,1410,48.3,118,No Failure
6387,D 4,L,300.2,309.7,1656,34.3,120,No Failure
6388,YH 128,M,300.2,309.8,1487,39.2,122,No Failure
6389,SM 2,H,300.3,309.9,1509,46.6,125,No Failure
6390,SM 2,H,300.3,309.9,1677,30.1,130,No Failure
6391,D 4,L,300.3,309.8,1450,55,135,No Failure
6392,YH 128,M,300.2,309.7,1413,43,137,No Failure
6393,D 4,L,300.1,309.7,1680,33.8,140,No Failure
6394,D 4,L,300.2,309.7,1678,30.5,142,No Failure
6395,YH 128,M,300.2,309.7,1408,44,144,No Failure
6396,YH 128,M,300.1,309.6,1376,52.1,147,No Failure
6397,D 4,L,300,309.6,1526,46.4,150,No Failure
6398,YH 128,M,300,309.6,1587,32.6,152,No Failure
6399,D 4,L,300.1,309.7,1351,58.2,155,No Failure
6400,YH 128,M,300.1,309.6,1501,38,157,No Failure
6401,D 4,L,300.1,309.7,1601,35.8,160,No Failure
6402,YH 128,M,300,309.6,1573,39.7,162,No Failure
6403,YH 128,M,300.1,309.6,1584,36.7,165,No Failure
6404,D 4,L,300.1,309.6,1649,33.6,168,No Failure
6405,YH 128,M,300.2,309.7,1183,61.4,170,No Failure
6406,D 4,L,300.1,309.7,2151,17.5,173,No Failure
6407,D 4,L,300.2,309.8,1526,45.6,175,No Failure
6408,YH 128,M,300.3,309.9,1611,29,177,No Failure
6409,D 4,L,300.3,309.9,1601,31.7,180,No Failure
6410,D 4,L,300.3,310,1560,40.8,182,No Failure
6411,D 4,L,300.4,310.1,1544,41.9,184,No Failure
6412,YH 128,M,300.4,310,1560,42.3,186,No Failure
6413,D 4,L,300.4,310,1423,44.2,189,No Failure
6414,D 4,L,300.4,310.1,1614,33.5,191,No Failure
6415,YH 128,M,300.4,310.1,1457,35.1,193,No Failure
6416,D 4,L,300.4,310.1,1503,42.2,196,No Failure
6417,SM 2,H,300.4,310.1,1484,38,198,No Failure
6418,D 4,L,300.3,309.9,1540,39.9,203,No Failure
6419,SM 2,H,300.3,309.9,1405,52.1,205,No Failure
6421,D 4,L,300.3,309.9,1518,36.4,0,No Failure
6422,D 4,L,300.3,309.9,1527,41.4,2,No Failure
6423,D 4,L,300.3,309.9,1377,55.3,4,No Failure
6424,YH 128,M,300.3,310,1537,37.5,6,No Failure
6425,YH 128,M,300.3,310,1409,43.2,9,No Failure
6426,D 4,L,300.3,309.9,1393,56.1,12,No Failure
6427,D 4,L,300.2,309.7,1448,36.8,14,No Failure
6428,D 4,L,300.2,309.8,1418,49.3,16,No Failure
6429,YH 128,M,300.2,309.8,1743,24.1,18,No Failure
6430,YH 128,M,300.2,309.8,1394,47.4,21,No Failure
6431,D 4,L,300.3,309.8,1523,39.2,24,No Failure
6432,D 4,L,300.2,309.8,1353,59.4,26,No Failure
6433,YH 128,M,300.3,309.9,1447,46.5,28,No Failure
6434,D 4,L,300.3,309.9,1570,34,31,No Failure
6435,YH 128,M,300.3,309.9,1494,38.5,33,No Failure
6436,D 4,L,300.3,309.9,1621,34.1,36,No Failure
6437,D 4,L,300.4,310,1769,26.1,38,No Failure
6438,D 4,L,300.4,310,1282,66.1,40,No Failure
6439,D 4,L,300.4,310,1581,30.3,42,No Failure
6440,D 4,L,300.6,310.1,1656,32.7,44,No Failure
6441,D 4,L,300.6,310.2,1648,31.7,46,No Failure
6442,D 4,L,300.7,310.2,1639,31.4,48,No Failure
6443,D 4,L,300.7,310.2,1348,54.8,50,No Failure
6444,D 4,L,300.8,310.3,1537,33.3,52,No Failure
6445,YH 128,M,300.8,310.3,1270,61,54,No Failure
6446,D 4,L,300.7,310.3,1662,34.4,57,No Failure
6447,YH 128,M,300.7,310.3,1471,40.2,59,No Failure
6448,D 4,L,300.6,310.1,1337,45.8,62,No Failure
6449,SM 2,H,300.7,310.2,1877,24.8,64,No Failure
6450,D 4,L,300.6,310.2,1519,44.6,69,No Failure
6451,D 4,L,300.6,310.2,1378,47.3,71,No Failure
6452,D 4,L,300.7,310.2,1696,27.5,73,No Failure
6453,D 4,L,300.7,310.1,1376,50.8,75,No Failure
6454,D 4,L,300.7,310.2,1807,24.2,77,No Failure
6455,D 4,L,300.7,310.1,1598,32.8,79,No Failure
6456,D 4,L,300.7,310.1,1565,40.2,81,No Failure
6457,D 4,L,300.7,310.2,1387,50.6,83,No Failure
6458,D 4,L,300.7,310,1395,48,85,No Failure
6459,YH 128,M,300.6,310,1302,62.9,87,No Failure
6460,YH 128,M,300.6,310,1397,55.2,90,No Failure
6461,D 4,L,300.6,310,1313,52.9,93,No Failure
6462,D 4,L,300.6,310,1505,35.9,95,No Failure
6463,SM 2,H,300.6,310,1483,44,97,No Failure
6464,SM 2,H,300.5,310,1358,60.4,102,No Failure
6465,YH 128,M,300.5,309.9,1735,27,107,No Failure
6466,YH 128,M,300.5,309.8,1416,48.5,110,No Failure
6467,D 4,L,300.4,309.7,1740,31.1,113,No Failure
6468,D 4,L,300.4,309.7,1692,27.4,115,No Failure
6469,D 4,L,300.5,309.8,1507,42.5,117,No Failure
6470,YH 128,M,300.4,309.6,1521,35,119,No Failure
6471,D 4,L,300.4,309.6,1379,54.5,122,No Failure
6472,D 4,L,300.4,309.6,1523,38.5,124,No Failure
6473,SM 2,H,300.4,309.6,1571,33.6,126,No Failure
6474,SM 2,H,300.4,309.5,1547,50.7,131,No Failure
6475,YH 128,M,300.5,309.7,1347,54.3,136,No Failure
6476,D 4,L,300.5,309.7,1560,30.2,139,No Failure
6477,D 4,L,300.5,309.7,1384,48.6,141,No Failure
6478,D 4,L,300.5,309.7,1841,24.6,143,No Failure
6480,D 4,L,300.6,309.8,1418,42.7,147,No Failure
6481,D 4,L,300.7,309.9,1775,26.6,149,No Failure
6482,D 4,L,300.7,309.8,1406,48.4,151,No Failure
6483,D 4,L,300.6,309.9,1480,43.7,153,No Failure
6484,D 4,L,300.7,309.9,1412,45.3,155,No Failure
6485,SM 2,H,300.6,309.8,1913,22.5,157,No Failure
